1,30,33,21,37,17,0,1,1,0,0,100
1,30,32,21,37,17,0,1,1,0,0,100
1,30,32,21,37,17,0,1,1,0,0,100
1,30,32,21,37,17,0,1,1,0,0,100
1,30,31,21,37,17,0,1,1,0,0,100
1,29,31,21,37,17,0,1,1,0,0,100
1,29,31,21,21,21,0,1,1,0,0,100
1,29,31,21,37,17,0,1,1,0,0,100
1,28,31,21,37,16,0,1,1,0,0,100
1,28,31,21,37,17,0,1,1,0,0,100
1,27,31,21,37,17,0,1,1,0,0,100
1,28,31,21,37,17,0,1,1,0,0,100
1,27,31,21,37,17,0,1,1,0,0,100
1,28,30,21,37,16,0,1,1,0,0,100
1,28,30,21,37,16,0,1,1,0,0,100
1,27,30,21,36,17,0,1,1,0,0,100
1,27,30,21,36,17,0,1,1,0,0,100
1,27,30,21,36,16,0,1,1,0,0,100
1,27,30,21,37,17,0,1,1,0,0,100
1,27,30,21,37,16,0,1,1,0,0,100
1,28,30,21,37,16,0,1,1,0,0,100
1,27,30,21,36,16,0,1,1,0,0,100
1,28,30,21,37,16,0,1,1,0,0,100
1,28,30,21,36,15,0,1,1,0,0,100
1,29,30,21,36,15,0,1,1,0,0,100
1,27,30,21,37,16,0,1,1,0,0,100
1,27,29,21,36,15,0,1,1,0,0,100
1,27,29,20,35,15,0,1,1,0,0,100
1,26,29,20,35,16,0,1,1,0,0,100
1,28,29,20,35,16,0,1,1,0,0,100
1,29,29,20,35,16,0,1,1,0,0,100
1,29,29,20,35,16,0,1,1,0,0,100
1,28,29,20,35,16,0,1,1,0,0,100
1,29,29,20,35,16,0,1,1,0,0,100
1,28,29,21,35,16,0,1,1,0,0,100
1,28,29,20,35,16,0,1,1,0,0,100
1,28,28,20,35,16,0,1,1,0,0,100
1,28,28,20,35,16,0,1,1,0,0,100
1,28,28,20,35,16,0,1,1,0,0,100
1,28,28,20,35,16,0,1,1,0,0,100
1,28,28,20,35,16,0,1,1,0,0,100
1,27,28,20,35,16,0,1,1,0,0,100
1,28,28,20,35,16,0,1,1,0,0,100
1,27,28,20,35,16,0,1,1,0,0,100
1,27,28,20,35,16,0,1,1,0,0,100
1,28,28,20,35,16,0,1,1,0,0,100
1,28,28,20,35,16,0,1,1,0,0,100
1,28,28,20,35,16,0,1,1,0,0,100
1,27,28,20,35,16,0,1,1,0,0,100
1,28,28,20,35,16,0,1,1,0,0,100
1,28,28,20,35,16,0,1,1,0,0,100
1,27,28,20,35,16,0,1,1,0,0,100
1,27,28,20,35,16,0,1,1,0,0,100
1,27,28,20,35,16,0,1,1,0,0,100
1,27,28,20,35,16,0,1,1,0,0,100
1,27,28,20,35,16,0,1,1,0,0,100
1,26,28,20,35,16,0,1,1,0,0,100
1,27,28,20,35,16,0,1,1,0,0,100
1,26,28,20,35,16,0,1,1,0,0,100
1,26,28,20,35,16,0,1,1,0,0,100
1,26,28,20,35,16,0,1,1,0,0,100
1,26,28,20,35,16,0,1,1,0,0,100
1,26,28,20,35,16,0,1,1,0,0,100
1,25,28,20,35,16,0,1,1,0,0,100
1,26,28,20,35,16,0,1,1,0,0,100
1,25,28,20,35,16,0,1,1,0,0,100
1,25,28,20,35,16,0,1,1,0,0,100
1,25,28,20,35,17,0,1,1,0,0,100
1,25,28,20,35,16,0,1,1,0,0,100
1,25,27,20,35,16,0,1,1,0,0,100
1,25,27,20,35,16,0,1,1,0,0,100
1,25,27,20,35,16,0,1,1,0,0,100
1,25,27,20,35,16,0,1,1,0,0,100
1,25,27,20,35,16,0,1,1,0,0,100
1,26,27,20,35,16,0,1,1,0,0,100
1,26,27,20,35,16,0,1,1,0,0,100
1,25,27,20,35,16,0,1,1,0,0,100
1,25,27,20,35,17,0,1,1,0,0,100
1,24,31,25,42,23,0,1,1,0,0,100
1,24,30,24,42,24,0,1,1,0,0,100
1,24,30,24,41,23,0,1,1,0,0,100
1,24,30,24,41,22,0,1,1,0,0,100
1,24,30,24,40,22,0,1,1,0,0,100
1,25,29,24,40,23,0,1,1,0,0,100
1,25,29,23,40,23,0,1,1,0,0,100
1,24,29,23,40,23,0,1,1,0,0,100
1,24,29,23,40,22,0,1,1,0,0,100
1,24,29,23,40,22,0,1,1,0,0,100
1,24,29,23,39,22,0,1,1,0,0,100
1,26,29,23,39,21,0,1,1,0,0,100
1,26,28,23,39,21,0,1,1,0,0,100
1,26,28,23,39,21,0,1,1,0,0,100
1,26,28,23,39,21,0,1,1,0,0,100
1,25,28,23,39,21,0,1,1,0,0,100
1,25,28,23,39,20,0,1,1,0,0,100
1,25,28,23,39,20,0,1,1,0,0,100
1,25,28,23,39,20,0,1,1,0,0,100
-1,24,27,25,35,26,0,1,0,1,0,100
-1,22,27,28,38,27,0,1,0,1,0,100
-1,24,27,27,36,26,0,1,0,1,0,100
-1,24,27,27,36,26,0,1,0,1,0,100
-1,23,26,27,35,26,0,1,0,1,0,100
-1,22,26,26,35,26,0,1,0,1,0,100
-1,22,26,27,40,26,0,1,0,1,0,100
-1,23,26,26,37,25,0,1,0,1,0,100
-1,23,25,23,33,25,0,1,0,1,0,100
-1,23,25,22,33,26,0,1,0,1,0,100
-1,23,25,22,32,26,0,1,0,1,0,100
-1,23,24,22,32,26,0,1,0,1,0,100
-1,24,25,23,32,26,0,1,0,1,0,100
-1,22,25,23,32,26,0,1,0,1,0,100
-1,22,25,23,32,25,0,1,0,1,0,100
-1,22,25,23,32,27,0,1,0,1,0,100
-1,22,25,24,34,28,0,1,0,1,0,100
-1,23,25,24,35,29,0,1,0,1,0,100
-1,22,26,25,38,30,0,1,0,1,0,100
-1,23,26,26,38,31,0,1,0,1,0,100
-1,22,25,25,37,25,0,1,0,1,0,100
-1,21,25,24,36,25,0,1,0,1,0,100
-1,21,25,24,36,26,0,1,0,1,0,100
-1,21,25,24,36,26,0,1,0,1,0,100
-1,20,25,24,36,26,0,1,0,1,0,100
-1,20,25,24,36,26,0,1,0,1,0,100
-1,20,26,27,36,28,0,1,0,1,0,100
-1,20,26,27,38,27,0,1,0,1,0,100
-1,20,26,26,38,27,0,1,0,1,0,100
-1,20,26,26,38,27,0,1,0,1,0,100
-1,19,26,26,38,27,0,1,0,1,0,100
-1,20,26,26,38,27,0,1,0,1,0,100
-1,20,26,26,38,27,0,1,0,1,0,100
-1,20,26,26,38,27,0,1,0,1,0,100
-1,20,26,26,38,27,0,1,0,1,0,100
-1,20,26,26,38,27,0,1,0,1,0,100
-1,20,26,26,37,26,0,1,0,1,0,100
-1,20,26,26,36,27,0,1,0,1,0,100
-1,22,25,25,33,27,0,1,0,1,0,100
-1,23,25,25,33,27,0,1,0,1,0,100
-1,23,25,25,32,27,0,1,0,1,0,100
-1,23,25,25,33,27,0,1,1,1,0,100
-1,24,24,24,32,27,0,1,0,1,0,100
-1,23,24,24,32,27,0,1,0,1,0,100
-1,23,24,24,31,27,0,1,0,1,0,100
-1,23,24,24,31,26,0,1,0,1,0,100
-1,25,24,24,31,25,0,1,1,1,0,100
-1,23,24,24,31,25,0,1,0,1,0,100
-1,23,24,24,31,25,0,1,0,1,0,100
-1,22,24,25,33,27,0,1,1,1,0,100
-1,23,24,25,33,26,0,1,0,1,0,100
-1,24,24,25,33,26,0,1,0,1,0,100
-1,24,24,25,34,26,0,1,1,1,0,100
-1,25,24,25,33,25,0,1,1,1,0,100
-1,25,24,25,33,25,0,1,0,1,0,100
-1,26,24,25,35,26,0,1,0,1,0,100
-1,24,25,25,35,27,0,1,0,1,0,100
-1,23,24,25,35,26,0,1,0,1,0,100
-1,24,24,25,35,26,0,1,0,1,0,100
-1,23,25,26,36,26,0,1,0,1,0,100
-1,25,26,26,38,27,0,1,0,1,0,100
-1,25,26,25,35,26,0,1,0,1,0,100
-1,25,26,23,31,23,0,1,0,1,0,100
-1,26,26,23,32,22,0,1,0,1,0,100
-1,27,25,23,33,24,0,1,0,1,0,100
-1,25,24,24,35,25,0,1,0,1,0,100
-1,24,24,23,34,24,0,1,0,1,0,100
-1,23,24,23,34,24,0,1,0,1,0,100
-1,23,24,23,34,24,0,1,0,1,0,100
-1,22,24,23,34,24,0,1,0,1,0,100
-1,21,24,24,35,24,0,1,0,1,0,100
-1,21,24,24,35,23,0,1,0,1,0,100
-1,21,24,24,37,24,0,1,0,1,0,100
-1,23,25,25,38,25,0,1,0,1,0,100
-1,20,25,25,38,26,0,1,0,1,0,100
-1,19,25,25,38,25,0,1,0,1,0,100
-1,20,24,24,34,26,0,1,0,1,0,100
-1,24,24,24,33,21,0,1,0,1,0,100
-1,22,22,18,29,22,0,1,0,1,0,100
-1,24,17,15,38,22,0,1,0,1,0,100
-1,33,25,23,41,26,0,1,0,1,0,100
-1,35,25,25,41,26,0,1,0,1,0,100
-1,31,25,24,41,27,0,1,0,1,0,100
-1,31,25,24,41,26,0,1,0,1,0,100
